duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.5,1.132195259095019,0.026126079196962648,-1.1948214893951894,0.9224696759313056,-0.8432233246968113,0.5008217630374165,-0.14109356386778826,0.015346120426634883,-0.6591891612342494,0.07694063518635907,0.3045763944012526,3.044183944552497,-6.161708281315337,4.376972667683998,-1.367317263013754,0.1597764214489292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.966713275001819,0,0,0,0,0,0,0,-0.5487563184475127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
