duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.5,-1.3586400296020995,-0.018170453749887776,1.2913527094368233,-0.7472352087918853,0.6851555791139503,-0.510621587866197,0.16710338057641094,-0.019572460784828483,0.3332733731404076,-0.02522177484746746,-0.29061556213573975,-0.5137250429208946,1.3877116687151152,-1.0913868188140667,0.3608019031349754,-0.04326927215848504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.7404802532582859,0,0,0,0,0,0,0,-0.26940482619936934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
